StartMonth,TotalMembers,GymUsableSqFt,GymMaxOccupancy,GymSiteType,GymParking,unis_within_0_0.5_mile,unis_within_0.5_1_mile,unis_within_1_2_mile,PromoPercentage,AvgJoiningFee,AvgAccountPayment,BASEADL_0.5,UMAP2D_1,UMAP2D_2,POP_0.5_1,POP_1_2,POP_2_3,POP_3_4,DENS_0_0.5,DENS_0.5_1,DENS_1_2,DENS_2_3,DENS_3_4,DENSITY_DROP_2,DENSITY_DROP_3,DENSITY_DROP_4,NEAR_POP_SHARE,INNER_RING_SHARE,RATIO_0_5_TO_1,RATIO_1_TO_2,0-0.5_mile_comp,0.5-1_mile_comp,1-2_mile_comp,CompetitorIndex,transaction_density_4,user_density,avg_spend_per_user,user_repeat_rate,distance_weighted_spend,avg_merchant_per_user,txn_count_0_1_mi,txn_density_0_1_mi,txn_count_1_2_mi,txn_density_1_2_mi,txn_count_2_3_mi,txn_density_2_3_mi,txn_count_3_4_mi,txn_density_3_4_mi,Latitude,Longitude,HashedGymPublicName
Sep-24,6427,18105,259,Residential,Parking,0,1,0,0.6272727272727273,3.787878787878788,43.88446969696969,8110.799999999999,4.250103,5.8696146,21733.2,54313.2,57206.4,88950,10413.049560266609,9300.722029195074,5810.832915954369,3672.221472385189,3707.7417635301194,2884.2058787113274,1767.4474740241158,-335.7805517,0.0352163311241715,0.1295798424409153,0.3731986083743589,0.4001458208170067,0,1,0,4,227.25336436734003,30.47817160209796,219.31142950391643,0.8218015665796344,30.46463950586034,1.1755874673629243,1567,498.7915917,2596,275.44415484437354,1921,122.29465827181238,5339,242.7794974764655,53.397544568739825,-2.356723801,7583397d1912a93a943b0403c2c3dac905d768fd947add993b859f399da5d8f5
Oct-24,6565,18105,259,Residential,Parking,0,1,0,0.5468271334792123,4.075492341356674,38.92308533916849,8110.799999999999,4.250103,5.8696146,21733.2,54313.2,57206.4,88950,10413.049560266609,9300.722029195074,5810.832915954369,3672.221472385189,3707.7417635301194,2884.2058787113274,1767.4474740241158,-335.7805517,0.0352163311241715,0.1295798424409153,0.3731986083743589,0.4001458208170067,0,1,0,4,227.25336436734003,30.47817160209796,219.31142950391643,0.8218015665796344,30.46463950586034,1.1755874673629243,1567,498.7915917,2596,275.44415484437354,1921,122.29465827181238,5339,242.7794974764655,53.397544568739825,-2.356723801,7583397d1912a93a943b0403c2c3dac905d768fd947add993b859f399da5d8f5
Nov-24,6912,18105,259,Residential,Parking,0,1,0,0.514855072463768,4.3478260869565215,53.63979468599034,8110.799999999999,4.250103,5.8696146,21733.2,54313.2,57206.4,88950,10413.049560266609,9300.722029195074,5810.832915954369,3672.221472385189,3707.7417635301194,2884.2058787113274,1767.4474740241158,-335.7805517,0.0352163311241715,0.1295798424409153,0.3731986083743589,0.4001458208170067,0,1,0,4,227.25336436734003,30.47817160209796,219.31142950391643,0.8218015665796344,30.46463950586034,1.1755874673629243,1567,498.7915917,2596,275.44415484437354,1921,122.29465827181238,5339,242.7794974764655,53.397544568739825,-2.356723801,7583397d1912a93a943b0403c2c3dac905d768fd947add993b859f399da5d8f5
Dec-24,6838,18105,259,Residential,Parking,0,1,0,0.4576271186440678,4.539951573849879,50.7490617433414,8110.799999999999,4.250103,5.8696146,21733.2,54313.2,57206.4,88950,10413.049560266609,9300.722029195074,5810.832915954369,3672.221472385189,3707.7417635301194,2884.2058787113274,1767.4474740241158,-335.7805517,0.0352163311241715,0.1295798424409153,0.3731986083743589,0.4001458208170067,0,1,0,4,227.25336436734003,30.47817160209796,219.31142950391643,0.8218015665796344,30.46463950586034,1.1755874673629243,1567,498.7915917,2596,275.44415484437354,1921,122.29465827181238,5339,242.7794974764655,53.397544568739825,-2.356723801,7583397d1912a93a943b0403c2c3dac905d768fd947add993b859f399da5d8f5
Jan-24,3996,9238,132,Residential,Parking,0,0,0,0.7479166666666667,2.9389880952380953,29.072891865079363,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Feb-24,4066,9238,132,Residential,Parking,0,0,0,0.36452830188679247,6.957547169811321,35.67561320754717,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Mar-24,3897,9238,132,Residential,Parking,0,0,0,0.5304123711340206,4.478092783505155,31.24987113402061,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Apr-24,4103,9238,132,Residential,Parking,0,0,0,0.5373529411764706,4.981617647058823,24.05547794117647,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
May-24,3999,9238,132,Residential,Parking,0,0,0,0.4458904109589041,5.616438356164384,23.996746575342467,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Jun-24,4064,9238,132,Residential,Parking,0,0,0,0.4818840579710144,5.797101449275362,29.548822463768115,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Jul-24,4318,9238,132,Residential,Parking,0,0,0,0.5001184834123222,4.709715639810426,31.51765402843602,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Aug-24,4273,9238,132,Residential,Parking,0,0,0,0.5608536585365854,4.51219512195122,29.983871951219513,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Sep-24,4189,9238,132,Residential,Parking,0,0,0,0.6866485013623979,3.2356948228882834,30.365395095367845,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Oct-24,3822,9238,132,Residential,Parking,0,0,0,0.558082191780822,4.708904109589041,27.790102739726024,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
Nov-24,4133,9238,132,Residential,Parking,0,0,0,0.6273417721518987,3.449367088607595,35.46803797468355,6812.4,9.660191,1.950121,16135.199999999999,50979.6,11113.199999999999,5871.599999999999,8746.098883508439,6905.058163798631,5454.179420880879,713.3840211394369,244.74847148671668,1199.0733412543395,3918.0127270590415,367.0749607471474,0.0749340021119324,0.2524155227032735,0.4222073475961569,0.3165030717424609,2,1,0,8,166.79438036030632,22.00317088245453,195.787287522604,0.825497287522604,25.934055926646327,1.2766726943942135,3364,1070.7944571222718,3225,342.18312764757496,1795,114.27324913998086,0,0,51.14998416071561,0.8653641121368987,bbd7fcc6c09f9533b5ac1a8c941d1d05f779843451c55cf6f2389fe2788ced52
